sent,level
小さなプロジェクトだが、巨大プロジェクトでも得られない偉業を達成できた。,3.5
観測装置の開発費がおよそ350万円という低予算だったことも注目されています。,3.5
撮影に使ったビデオカメラも既製品で、メンバーが取り付けから改良まで行いました。,3.5
観測方法の工夫も成果につながりました。,3.5
およそ2000の恒星を60時間かけて動画で撮影し、光の強弱を観測。,3.5
およそ46億年前に誕生した太陽系。,3.5
その後、ちりやガスは直径２キロから20キロ程度の小さな天体となりました。,3.5
研究グループでは今回、直径およそ20キロ以下の小天体の数の試算も行いました。,3.5
味はチーズ味と牛タン味の２種類で、ＪＲ仙台駅の土産物店などで販売されています。,3.5
こうした動きを加速するため、品川区は新たな支援策をまとめました。,3.5
さらに、エンジニアの獲得に向けた費用の一部も助成するとしています。,3.5
今度は家族と一緒にいろいろな競技を応援したい。,3.5
東京オリンピックの観戦チケットは、全体でおよそ780万枚に上ります。,3.5
開閉会式の最も安い座席やすべての競技の予選が中心になります。,3.5
開閉会式とすべての競技が対象になります。,3.5
座席の番号が決まるのは、来年の春以降になるということです。,3.5
「バドミントン」は4000円から４万5000円となっています。,3.5
二ホンヤマネは、体長８センチほどのネズミやリスに似た哺乳類の小動物です。,3.5
このうち静岡県島田市の「カネイ一言製茶」は、初めて見本市に参加しました。,3.5
警察はジャガイモに手りゅう弾が混じった経緯などを調べることにしています。,3.5
イタリア人の男子学生は、「日本のごはんは甘くておいしいです」と話していました。,3.5
雪印メグミルクが牛乳などを値上げするのは４年ぶりです。,3.5
牛乳などは、明治や森永乳業もことし４月の値上げを発表しています。,3.5
「障害者世帯」や「母子世帯」などそのほかの世帯では減少傾向が続いています。,3.5
チョコレート風呂は来月17日まで楽しめます。,3.5
このゴム素材で袋をつくると、穴があいても自然に塞がると言うことです。,3.5
研究を行ったのは、大阪市立大学大学院理学研究科の幸田正典教授らのグループです。,3.5
ほかの利用者や職員は症状が回復しているということです。,3.5
大阪府教育庁は、平成25年度に「スクールロイヤー制度」を導入しました。,3.5
今年度、府は100万円の予算をつけています。,3.5
必要なことはしっかり行う姿勢を示しながら是々非々で回答することが大切だ。,3.5
航空業界では全日空も同様のスーツを導入し、省力化を進めています。,3.5
住民たちは「これほど多くのクマが町に現れたのははじめてだ」と話しています。,3.5
最大で10の言語の音声を同時に認識できる技術を大手電機メーカーが開発しました。,3.5
東京都は、11日から都内でスギ花粉が飛び始めたと発表しました。,3.5
移植を待っている患者さんは国内におよそ1500人います。,3.5
所得税や住民税の配偶者控除を受けることもできません。,3.5
その後、2001年にオランダが世界で初めて同性婚を認めました。,3.5
「医師少数県」に指定されるのは次の16の県です。,3.5
「医師多数都府県」に指定されるのは次の16の都府県です。,3.5
ヨーロッパ向けの自動車は日本や中国からの輸出に切り替えるということです。,3.5
現在、イギリスとＥＵ加盟各国との貿易では関税はかかりません。,3.5
広げた状態では３つのアプリを同時に実行できるのが特徴です。,3.5
去年１年間に起きた特殊詐欺の被害額は全国でおよそ357億円に上っています。,3.5
また５Ｇにはほかにも２つ、大きな特徴があります。,3.5
もう一つが、狭いエリアでより多くの機器を同時に接続できることです。,3.5
青森県東方沖および岩手県沖北部の領域で起きる大地震です。,3.5
この地震も激しい揺れを伴わず津波を引き起こすことがあります。,3.5
頼んだものと違う料理が来ても「ま、いっか」と受け止めてください。,3.5
このマンションは、ネコと飼い主のためにさまざまな工夫がされています。,3.5
子育て中の家庭から要望が出ていた赤ちゃん用の液体ミルクが今週、発売されました。,3.5
伊東大貴選手は上位30人が進む２回目に進めませんでした。,3.5
ＮＴＴ東日本は子ども向けに公衆電話の使い方を教えるホームページを開設しました。,3.5
東日本大震災と東京電力福島第一原子力発電所の事故の発生から11日で８年です。,3.5
灯籠は、午後11時までともされることになっています。,3.5
それは世界の人々のために働き、世界をよりよくしたいという気概だ。,3.5
これは、都内で開かれたシンポジウムでトヨタとＪＡＸＡが明らかにしました。,3.5
目的の１つは水などの資源探査です。,3.5
また鉱物資源も期待されています。,3.5
このほか、さらに先を見越した研究も始まっています。,3.5
職員室では朝から次々と電話が鳴る中、教員たちが対応に追われていました。,3.5
これを前に15日、政令と法務省の省令が公布されました。,3.5
公布された政令と省令は、法務省のホームページにも掲載されています。,3.5
洋菓子のバウムクーヘンが日本で初めて紹介されてからことしで100年となります。,3.5
これまでの世界記録は17メートル44センチでした。,3.5
一方、現地では犠牲者やその家族に寄り添う動きも出ています。,3.5
キトラ古墳で最初の壁画が発見されたのは、昭和58年です。,3.5
日本ではいずれも一般には流通していないとされています。,3.5
沖縄防衛局の調査によりますと、沖縄本島周辺では数頭しか確認されていません。,3.5
オランダ中部のユトレヒトで18日午前、男が路面電車の車内で銃を発砲しました。,3.5
こうした岩石が含水鉱物と呼ばれるものです。,3.5
その結果、特定の波長で赤外線の吸収を示す顕著なデータが出たということです。,3.5
このほかイギリスが15位、アメリカが19位でした。,3.5
そして試合後、東京ドーム近くのホテルで記者会見を開きました。,3.5
ショックですが、野球の本場でよく頑張ってくれたと思います。,3.5
きょうの試合ではかみしめてプレーしているんだなと思いました。,3.5
東京・池袋に線路をまたぐ形の珍しい高層ビルが完成しました。,3.5
来月設けられる新たな在留資格「特定技能」も今後、対象に加えられる見通しです。,3.5
ことしは、ここ数日で開花が進み27日、満開となりました。,3.5
一方、行政機関の間では、国際化が進む中で和暦と西暦を併用する動きも出ています。,3.5
菅官房長官は、新元号は「令和（れいわ）」と発表しました。,3.5
この時期までに1000人を超えるのは、大きな流行になった平成25年以来です。,3.5
トヨタは、他社に技術的な支援を行う事業にも乗り出すとしています。,3.5
現時点で５Ｇが利用できるスマートフォンは、モトローラ製の１機種だけです。,3.5
名前を呼んでもそっけないそぶりを見せることの多い、ネコ。,3.5
ネコは自分の名前が分かるのか、それとも音に反応しているだけなのか。,3.5
しかし、試験を受けたいという外国人の応募が国の想定を上回る事態となっています。,3.5
動画について、渋谷のスクランブル交差点近くで話を聞きました。,3.5
福島県三春町で、国の天然記念物に指定されている「滝桜」の開花が宣言されました。,3.5
東京オリンピックなどを控えテロを封じ込めるための新たな対策です。,3.5
紙幣のデザインが一新されるのは、平成16年以来となります。,3.5
それを見るのは非常に悲しいことで、本当にうんざりさせられている。,3.5
福島第一原発が立地する大熊町と双葉町で避難指示が解除されたのは初めてです。,3.5
また、ファミリーマートも店の増加数を100店にとどめる計画です。,3.5
空の便の混雑予想は来週19日に発表される予定です。,3.5
東海道・山陽新幹線は午後はほぼ満席となっています。,3.5
一方、上り線は来月４日と５日がピークとなる見込みです。,3.5
追悼式は午前10時から始まり、参列した遺族など全員で黙とうをささげました。,3.5
南阿蘇村は60年間、妻と過ごしてきたふるさとです。,3.5
そして、参列者が順番に祭壇に歩み花を手向けていました。,3.5
外国人材の受け入れを拡大する背景には、各業界での深刻な人手不足があります。,3.5
該当の商品は、即日、販売を停止しました。,3.5
数日後には、おわびとしてお菓子を持ってきたということです。,3.5
▽張本智和選手が17歳でメダル獲得を目指す男子シングルスは７月31日夜。,3.5
▽日本勢の層の厚い女子ダブルスは８月３日午後。,3.5
▽内村航平選手のオリンピック３連覇のかかる個人総合が７月29日夜。,3.5
《空手》日本勢の金メダル獲得に期待がかかる新競技です。,3.5
▽喜友名諒選手の男子の形が８月７日午後。,3.5
皇位継承に伴う10連休を前に政府は、企業などの対応策を公表しました。,3.5
火災に遭ったノートルダム大聖堂は、パリの発展とともに歴史を刻んできました。,3.5
はしかの感染が世界的に急増しています。,3.5
両陛下は、午後には、伊勢神宮の内宮に参拝されます。,3.5
来年の東京オリンピックの観戦チケットの公式販売サイトが18日開設されました。,3.5
今回販売されるチケットの抽せん結果は６月20日に発表されます。,3.5
日本棋院も協力体制に加わり、プロ棋士もアドバイザーとして参加します。,3.5
そして出発から55日目の20日午前９時すぎ、いわき市の小名浜港に到着しました。,3.5
来週から始まる10連休中の全国のホテルや旅館の空き状況の調査がまとまりました。,3.5
警察は、同じクマの可能性が高いとみて、パトカーで警戒し注意を呼びかけています。,3.5
公園では、写真に関心を持った人にゴリラの保護のための寄付を呼びかけています。,3.5
映像は今月20日、三宅島の西側、錆ヶ浜港の岸近くの沖合で撮影されました。,3.5
また、これまでに81人がケガをして病院で手当てを受けているということです。,3.5
初めての世界大会は８月18日に開かれます。,3.5
家族の中に運転に不安のある人がいるなら、いま一度家族内で考えてほしい。,3.5
原爆資料館の本館は25日午前８時半にリニューアルオープンします。,3.5
その結果、原爆資料館が想像もしていなかった事実に直面します。,3.5
展示は４つのコーナーに分かれ、訪れた人が最初に見るのは「８月６日の惨状」です。,3.5
令和の初日の出を眺める記念フライトが行われました。,3.5
北海道根室市の納沙布岬には、令和の初日の出を見ようと多くの人が集まりました。,3.5
貼った後は、上から服などをかけても大丈夫です。,3.5
鹿の赤ちゃんは来月１日から施設で一般に公開されます。,3.5
日本の上場企業で年間の売り上げが30兆円を超えたのは初めてです。,3.5
イカ焼き店の一角には祭壇が設けられ、訪れた人たちが花を手向けています。,3.5
昨年度は１匹になったということです。,3.5
残りの71分野は中国が１位となり、米中が首位を独占しました。,3.5
その後、操縦をやめると、警察官が近づいてきました。,3.5
都市部の人口密集地などの上空では、原則、ドローンの飛行が禁止されています。,3.5
世界文化遺産登録を応援していただいている皆様に厚くお礼を申し上げます。,3.5
横浜市の外国人の人口が先月末、初めて10万人を超えました。,3.5
聖火台は15日に盛岡市に運ばれるということです。,3.5
残りの13校も「20分」でした。,3.5
メッセージの一部は一般募集を検討しているということです。,3.5
走行試験は仙台と新青森の間で今後３年間行われる予定です。,3.5
どこでも起きている普通のことじゃないですか。,3.5
ネットなんか見たことないからうれしかった。,3.5
しかし、入試に使われると思うと、満点の４分の１もの点が付いているのは疑問だ。,3.5
▽「ＴＯＥＦＬ ｉＢＴ」は、大卒以上で英語の指導経験があるなどとしています。,3.5
今回の認定で、日本遺産は合わせて83件となります。,3.5
「未来問」と名付けられたこのＡＩは、東京のベンチャー企業が開発しました。,3.5
「ＳＯＭＰＯホールディングス」が4988億円でした。,3.5
しかし、プロ入りするまでの道のりは、平たんではありませんでした。,3.5
さらに大学受験に失敗し、19歳の時に１年間の浪人生活を経験しました。,3.5
上原投手は「雑草魂」の信念をベテランになってからも忘れませんでした。,3.5
監督時代に20勝したルーキーシーズンは、今でも忘れられない。,3.5
まだ若いし後輩たちに教えることはいっぱいある。,3.5
仲よくなったのは巨人に入ってから。,3.5
現地調査は、今月24日まで行われる予定です。,3.5
裁判員制度が始まって21日で10年になります。,3.5
一方で、放火事件では刑が軽くなる傾向がみられます。,3.5
最初の合格者として、ほかの外国人従業員の指導役になってほしいと期待しています。,3.5
視角に障害がある人に音で信号が青になったことを知らせる「音響式信号機」。,3.5
アメリカ大統領の来日としては過去最大規模となります。,3.5
大相撲夏場所の千秋楽を観戦する国技館でも、警備上の対策が求められています。,3.5
国技館はすり鉢状になっていて、四方だけでなく上からの警戒も必要となります。,3.5
今後、第２話と第３話が順次制作される予定です。,3.5
このあと宮殿の「竹の間」で、両陛下と大統領夫妻の会見が行われました。,3.5
皇居では27日夜、両陛下の主催で歓迎の晩さん会が開かれます。,3.5
市場の関係者によりますと、多くは缶詰などの加工用として使われるということです。,3.5
気象庁が発表する大雨や洪水の警報はレベル３に相当します。,3.5
土砂災害警戒情報や氾濫危険情報がレベル４にあたります。,3.5
発表される情報や住民が取るべき行動は次のとおりです。,3.5
キーワードは「高齢者など避難」です。,3.5
高齢者などに限らず、対象地域の全員が避難する段階です。,3.5
このレベル４の段階で避難することが重要です。,3.5
少しでも命が助かるような行動を取ってください。,3.5
防災心理学の専門家は、わかりやすくなる一方で、課題も残ると指摘しています。,3.5
この研究結果は、イギリスの科学雑誌「ネイチャー」に掲載されています。,3.5
日販によりますと、上半期ベストセラーの１位から10位は以下のとおりです。,3.5
落下はせず、けが人はいませんでした。,3.5
背景には、永住外国人の急増を防ぐねらいがあるものとみられます。,3.5
「ハイヒールやパンプスを履くことを、職場などで強制される現状を変えたい」。,3.5
名称は特徴を端的に表していて覚えやすいと思う。,3.5
水素を一度満タンにすると、約140キロの走行が可能です。,3.5
千葉県立中央博物館では６日からこの標本を一般に公開することにしています。,3.5
「オオスナモグリ」とみられる生物の発見には、研究者たちの連携がありました。,3.5
なぜ、「ここにいてはダメです」といった自治体としては異例の表現をつかったのか。,3.5
これは、両社が５日記者会見して正式に発表しました。,3.5
その中で期待されているのが、「再生ペットボトル」です。,3.5
そして、この原料を使って再び新しいボトルに再生させます。,3.5
本格的な夏の到来を前に埼玉県春日部市で麦わら帽子の生産が盛んに行われています。,3.5
この工房の麦わら帽子の生産は、今月いっぱい、続くということです。,3.5
ラグビーワールドカップ日本大会の開幕まで100日余りになりました。,3.5
一方で、ビールの「飲み放題」サービスの取りやめを決めた店も出ています。,3.5
また、警察は参加者の一部を拘束したということです。,3.5
日本で大がかりな識字調査が行われたのは終戦後の1948年にさかのぼります。,3.5
その後、警備などの仕事をしましたが、20歳の時に体調を崩して、退職しました。,3.5
そのため、今回の調査は日本人だけでなく、外国人も対象となる。,3.5
最大で５人まで乗ることができ、水深100メートルまで潜水可能だということです。,3.5
事故当時、現場周辺は雲に覆われ雨が降っていました。,3.5
すでに飼われている犬や猫への装着は努力義務としています。,3.5
一方、動物虐待罪などの厳罰化も盛り込まれています。,3.5
キノコ雲の下にいたのは、兵士ではなく市民でした。,3.5
スマートフォンを活用して給料を前払いで受け取れるサービスが広がっています。,3.5
女子パークで優勝した岡本碧優選手は、岐阜市の中学校に通う中学１年生です。,3.5
岡本選手が通う岐阜市立長森南中学校では、喜びの声が聞かれました。,3.5
大阪府北部で震度６弱の揺れを観測した地震から18日で１年です。,3.5
そして19日の参議院本会議で採決が行われ、全会一致で可決・成立しました。,3.5
家屋倒壊や火災の情報は入っていない。,3.5
都市ガスの供給停止は発生していないし、ガス漏れもない。,3.5
各地で発生した災害の記録を石に刻むなどして残す伝承碑。,3.5
部活動もカリキュラムの中での位置づけを見直すなどまだ改善の余地はあると思う。,3.5
東京オリンピックの観戦チケットの抽せん結果が、20日発表されました。,3.5
高知県は20日、詳しい結果を公表することにしています。,3.5
彼がＮＢＡ行きの背中を押してくれて彼を信じてやってきた。,3.5
彼の今までの努力が報われ、本当に嬉しいです！,3.5
このうち日本から参加した政府と連合は支持に回った一方、経団連は棄権しました。,3.5
そのサクラマスを待ち受ける難所が、高さ3.7メートルの「さくらの滝」です。,3.5
サクラマスのジャンプは、８月上旬まで観察することができます。,3.5
このうち、聖マリアンナ医科大学だけがこうした指摘を否定しています。,3.5
去年、女子の合格率が上回っていたのは２つの大学だけでした。,3.5
新たな制度はアメリカだけでなく、日本を含む世界で一斉に、即日導入されます。,3.5
このチームが交渉の詳細を詰めていく。,3.5
富士山は１日、山梨県側で山開きを迎えました。,3.5
山梨と静岡にまたがる富士山は１日、山梨県側でことしの山開きを迎えました。,3.5
立法会の周辺では、大勢の若者たちが、バリケードを作って道路を占拠していました。,3.5
災害への備えを確認し、３日は早めの避難を心がけてください。,3.5
冠水した道路を移動するのは避けてください。,3.5
ただし、これはあくまでも最後の手段です。,3.5
状況が悪化してからの避難は大きな危険を伴います。,3.5
とにかく早めの行動を心がけ、避難するようにしてください。,3.5
歯磨き嫌いの子どもを減らそうと、歯に触れると音楽が流れる歯ブラシができました。,3.5
歯ブラシをスマートフォンにつないで好きな音楽を選びます。,3.5
歯ブラシ本体はライオンが提供しました。,3.5
厳重に警戒し、安全な場所で避難を続けてください。,3.5
安全な場所で避難を続けてください。,3.5
十分に注意して行動してください。,3.5
ただし、これはあくまでも最後の手段です。,3.5
有給休暇の積極的な活用も促します。,3.5
昨年度の国内のパソコンの出荷台数が５年ぶりに前の年度を上回りました。,3.5
対局のあと開かれた記者会見には、およそ60人の報道陣が集まりました。,3.5
富士山では10日には静岡県側も山開きを迎えます。,3.5
カレーの本場インドに日本のカレーチェーンが進出します。,3.5
このスペースは今月16日にオープンします。,3.5
当時の祖先たちも同じようにやらなければ島にたどり着けなかったと思う。,3.5
料理をするロボットが大きく進化しています。,3.5
一方、減少数が最も多かったのは北海道のおよそ３万9000人でした。,3.5
横浜市が人口を大きく伸ばした要因は外国人の増加です。,3.5
この年の「厚生白書」は、日本は平成19年をピークに人口減少に転じると予測。,3.5
しかし、平成17年には合計特殊出生率が過去最低の1.26を記録。,3.5
ＪＡＸＡはこのあと記者会見を開き、着陸時の状況を説明することにしています。,3.5
みなさん、ここまで素晴らしい誘導をありがとうございました。,3.5
そして、カメラに向かって笑顔でポーズをとる様子が見られました。,3.5
「令和硬貨」は今後、２つの支局でも製造されます。,3.5
「なつの鹿寄せ」は９月22日まで、毎週日曜日の午前９時半から行われます。,3.5
第８シードの望月選手はスペインのカルロス・ヒメノバレーロ選手と対戦しました。,3.5
気象庁は引き続き、農作物の管理などに十分注意するよう呼びかけています。,3.5
ほかの製造業に就職した場合でも、半額は免除されるということです。,3.5
この時期としては過去10年で最も大きな流行となっています。,3.5
エミー賞の発表と授賞式は現地時間の９月22日にロサンゼルスで行われます。,3.5
東京オリンピックの開催までまもなく１年になります。,3.5
最高速度は時速19キロで１回の充電でおよそ100キロ走行できるということです。,3.5
▽国民民主党は選挙区３、比例代表３の合わせて６議席を獲得しました。,3.5
▽共産党は選挙区３、比例代表４の合わせて７議席でした。,3.5
▽無所属は９議席となっています。,3.5
ＩＡＥＡは22日、天野事務局長が今月18日に死去したことを明らかにしました。,3.5
京都アニメーションの八田英明社長が22日夜、ＮＨＫにメッセージを寄せました。,3.5
今、この瞬間も病院で苦しみ、精一杯生きようとしている仲間たちがいます。,3.5
また、ＥＵは離脱協定案の再交渉には応じないとしていて事態はこう着しています。,3.5
その結果、本当に長い間、皆様に大変な苦痛と苦難を強いることとなってしまった。,3.5
逮捕されたのは、住所・職業不詳の高野英之容疑者（49）です。,3.5
暑さ対策の最新の商品を集めた展示会が都内で開かれています。,3.5
働き方改革はどの程度進んでいるのか。,3.5
戦没者の遺骨を取り違えていた疑いが明らかになりました。,3.5
また痛くないと言っても、検査をするとひじの骨が変形していることがたくさんある。,3.5
有識者会議ではことし11月下旬までに議論をまとめ、提言を行うことにしています。,3.5
気象庁によりますと台風８号は日本の南の海上を西寄りに進んでいます。,3.5
最新の情報に注意するとともに、台風が近づく前の日中のうちに備えを進めて下さい。,3.5
気象庁は今後の情報に注意するよう呼びかけています。,3.5
渋野日向子選手は岡山市出身の20歳。,3.5
台風は、このあとも九州を北西に進み、６日夜には対馬海峡に進む見込みです。,3.5
先週は全国各地で気温が35度を超えるなど、猛烈な暑さが続いていました。,3.5
台風８号は、九州の北の海上を北西へ進んでいます。,3.5
この迷路は無料で、今月末ごろまで楽しめるということです。,3.5
長崎に原爆が投下されてから９日で74年です。,3.5
姉も生きていればと思い、いつも涙が出てくる。,3.5
若い人には、原爆で亡くなった人がどんなに苦しかったかわかってほしいです。,3.5
今月１日現在でＩＤの登録者数はおよそ760万人にのぼっています。,3.5
また、主力のちゃんぽんとギョーザのセットも10円値下げして690円にしました。,3.5
去年は１年間で１万1947人で、ことしは早くもこれに迫ろうとしています。,3.5
氷のプレゼントは、15日も午後２時から行われる予定です。,3.5
台風は、今後も北上を続け、15日日中、西日本に上陸し、縦断する見込みです。,3.5
安全な場所にすでに避難している人は、引き続き避難を続けてください。,3.5
ことしは台風10号の影響で宮崎県の遺族など64人が急きょ出席を見送りました。,3.5
私のような悲しい人がいっぱいいる。,3.5
秋の味覚、サンマ漁がことしもピンチです。,3.5
その時は日本にはＢ29が２、３回しか飛んできていない頃でした。,3.5
片渕須直監督は、特別上映のあいさつを前にＮＨＫのインタビューに応じました。,3.5
天皇陛下の祖父、昭和天皇の実像に迫る第一級の資料です。,3.5
訪れた人たちはサツキが近くに来ると歓声を上げ、写真を撮っていました。,3.5
くじらと泳げる海水浴場は19日まで無料で開かれています。,3.5
調査は今月28日からおよそ３週間、相模湾沖や房総半島沖などで行われます。,3.5
プラスチックごみによる海洋汚染は世界的な課題となっています。,3.5
日韓関係の悪化で、北海道を訪れる韓国からの観光客の減少が懸念されています。,3.5
厳しい暑さが続く中、流通大手は早くも冬物商戦を始めました。,3.5
流通大手「イオン」は19日、東京・板橋区の店舗で冬物商戦の発表会を開きました。,3.5
会社によりますと、冬物の商品の販売は例年９月下旬ごろから始めるということです。,3.5
韓国側による協定の破棄で、日韓の対立は安全保障分野にも波及することになります。,3.5
マリモは大きなもので直径20センチ以上ありました。,3.5
南米の熱帯雨林、アマゾンでは、森林火災が記録的なペースで発生しています。,3.5
ブラジルには世界最大の熱帯雨林、アマゾンの３分の２以上が広がっています。,3.5
公的年金の将来の給付水準の見通しを示す「財政検証」の結果が公表されました。,3.5
その結果、別の車両の台車でも長さ10センチ弱の亀裂が見つかったということです。,3.5
運輸安全委員会はトラブルの原因について調査を継続することにしています。,3.5
この大きな変化に対応できるかどうかが大きな分かれ目になろうとしています。,3.5
年齢別では０歳と１歳がそれぞれ４人、６歳が１人でした。,3.5
この便に乗るために韓国に旅行して乗り継ぎました。,3.5
Ａ350型機の特徴の１つが快適性です。,3.5
また、すべての席にディスプレーや充電器が備え付けられています。,3.5
一方、コックピットには最新の装備が備えられています。,3.5
消費税率の10％への引き上げまであと１か月となりました。,3.5
レジは作業員が１台ずつ組み立てたうえで動作の確認も行っています。,3.5
「日韓交流おまつり」は今月28日からは東京でも開かれる予定です。,3.5
家にいるような安心感があって子どもにとっても両親にとってもよいと思います。,3.5
一方、亡くなった人の多くは１階で寝ていたとみられています。,3.5
消防によりますとこれまでに17人がけがをしたという情報があるということです。,3.5
警察や消防が詳しい状況を調べています。,3.5
震度７の揺れを観測した北海道地震から６日で１年になりました。,3.5
映画は、今月26日までの期間限定で公開されます。,3.5
ＲＳウイルス感染症の患者が全国で増えています。,3.5
冬場にかけてまだまだ注意が必要です。,3.5
来月に迫った消費税率の引き上げでは、初めて「軽減税率」が導入されます。,3.5
そして、多くの路線では運転再開するまでに、午前中いっぱいかかりました。,3.5
昨夜のうちにＪＲや私鉄各社が相次いで発表した「計画運休」。,3.5
日産自動車の西川廣人社長が来週、辞任することになりました。,3.5
対象となる幹部はこの期間の中で権利を行使する日を設定することになります。,3.5
きょう発足する改造内閣を数字で見てみます。,3.5
最高齢は麻生太郎氏と竹本直一氏で78歳。,3.5
最年少は小泉進次郎氏で38歳です。,3.5
参議院からの入閣は橋本聖子氏と衛藤晟一氏の２人で、改造前より１人減りました。,3.5
衆議院議員の閣僚を当選回数別にみますと、最も多いのは麻生太郎氏の13回。,3.5
石原派も前回に続いて入閣はありませんでした。,3.5
世界有数のゲームの展示会、「東京ゲームショウ」が始まりました。,3.5
東京ゲームショウは14日から２日間、一般向けに公開されます。,3.5
常連客は「30年以上通ってきたので本当に寂しいです」などと話していました。,3.5
電車で通勤・通学する人たちを悩ませている痴漢の被害。,3.5
サイトを作ったのは社員３人のベンチャー企業「キュカ」です。,3.5
音を出したり警察に通報したりするような機能はあえて付けませんでした。,3.5
開始から１か月で通報したり閲覧したりした利用者はおよそ３万人。,3.5
これらの情報は、それぞれのホームページで確認できます。,3.5
この病気にかかったスギは表面にできる特有の溝で見分けることができます。,3.5
判決で、東京地方裁判所の永渕健一裁判長は３人全員に無罪を言い渡しました。,3.5
東京電力の旧経営陣３人は堅い表情で法廷に入り、弁護士の隣に並んで座りました。,3.5
ラグビーワールドカップ日本大会はアジアで初めて開催される大会です。,3.5
そして、同じヨーロッパ勢のアイルランドが初めて１位になって大会を迎えます。,3.5
こうした世界の強豪たちの争いに日本代表がどこまで食い込めるのかも注目です。,3.5
ラグビーワールドカップ日本大会が20日、開幕します。,3.5
有楽町駅前の会場は、大会の48試合すべてを生中継するということです。,3.5
消費税率の引き上げまであと１週間になりました。,3.5
すべての未来の世代の目はあなた方に向けられています。,3.5
しかし、その後の釜石のラグビーは低迷期が続きます。,3.5
この後、同席した茂木外務大臣が記者会見し、合意内容を明らかにしました。,3.5
大阪・守口市の男性が卵から育て、ことし６月に羽化しました。,3.5
今も５人の行方がわからなくなっています。,3.5
現地では朝早くから慰霊碑の前で手を合わせる登山者の姿も見られました。,3.5
金品の返還を申し出たが、厳しい態度で拒まれた。,3.5
葬儀には役場のＯＢなど、多くの地元の人たちが参列したということです。,3.5
星稜高校は１対３で敗れ、奥川投手は高校最後の試合となりました。,3.5
